job_title`,eachjob_welfare`,eachjob_company_detail`,eachjob_company_info`,job_link`
高级软件开发工程师 ` ,1.2-1.8万/月 ` ,"国企    		    			  |  150-500人    		    		    			  |  互联网/电子商务,仪器仪表/工业自动化 ` ",岗位职责：1、负责项目需求分析和架构设计；2、负责软件项目开发；3、参与系统测试和现场部署。任职要求：1、26岁-38岁，大学以上学历，有8年以上软件开发经验。2、熟练使用至少两种（C／C＋＋，Ruby，PHP、Python）主流编程语言及框架，集群运维经验丰富，有大数据系统实现经验者优先；3、对自动化行业有较深的了解；4、具有较强的沟通表达能力、问题分析和解决能力，良好的团队合作精神和服务意识；5、英文读写能力强。 ` ,http://jobs.51job.com/shanghai/93283251.html?s=01&t=0
Unity3d 程序员 ` ,1.2-2.5万/月 ` ,"民营公司    		    			  |  50-150人    		    		    			  |  影视/媒体/艺术/文化传播,计算机软件 ` ","1、构架完善的美术开发流程和规范，包括在美术工具或游戏引擎中开发提升生产效率和表现效果的辅助工具，并指导美术团队执行；2、积极寻找和跟踪美术相关开发流程存在、潜在的问题及不足，提供技术解决方案；3、将美术表现需求转化为技术方案并制定技术需求和工作流程；4、构架美术资源结构和工具相关文档结构，满足美术开发的需求，包括游戏中整合的第三方中间件和内部开发工具的文档，并加以维护；5、检查并监督第三方中间件和内部之间清晰独立的文件结构；6、协助3D引擎技术收购及评估工作，完成技术预演工作任职要求：1、5年以上3D游戏引擎（程序或美术）开发经验，精通unity,至少做个一个unity3D 项目2、熟练使用3Ds max, Maya, Photoshop3、了解引擎中各类美术表现需求的实现原理，包括但不限于2d/3d图形渲染，动作，特效以及与其相关的数据组织和工具设计方式4、了解编程原理和程序基本结构，会使用如python，C/C++，java，lua，Shell类型的语言尤佳5、具备良好的沟通能力，善于思考，思维灵活，富有创意，乐于助人6、热爱游戏，有很好的游戏理解能力7、有很强的责任心和抗压能力工作地址上海市静安区彭江路602号E座136室工作地址彭江路602号德必易园E座261室 ` ",http://jobs.51job.com/shanghai-zbq/93903742.html?s=01&t=0
软件工程师 ` ,1-1.5万/月 ` ,"民营公司    		    			  |  50-150人    		    		    			  |  电子技术/半导体/集成电路,计算机服务(系统、数据服务、维修) ` ",岗位描述：1、根据工作安排高效、高质地完成代码编写，确保符合规范的前端代码规范；2、负责公司现有项目和新项目的前端修改调试和开发工作；3、与设计团队紧密配合，能够实现实现设计师的设计想法；4、与后端开发团队紧密配合，确保代码有效对接，优化网站前端性能；5、页面通过标准校验，兼容各主流浏览器任职资格：1、熟悉java、python和scala等程序设计语言2、熟悉Web前端开发技术，其中包括：CSS、HTML、DOM、javascript、Ajax等3、熟悉jquery、vue和React等前端技术4、熟悉一些web开发架构，如finatra、django和spring等5、熟悉intellij idea IDE6、熟悉C# .net开发更佳7、熟练Windows、Linux操作系统8、有2-3年工作经验 ` ,http://jobs.51job.com/shanghai-xhq/95257143.html?s=01&t=0
A-10 运维工程师 ` ,1-1.5万/月 ` ,"创业公司    		    			  |  150-500人    		    		    			  |  互联网/电子商务,计算机软件 ` ","岗位职责：1. 协助上级领导开展运维管理工作，包括运维架构体系设计、系统运维、应用运维、运维平台与工具开发等；2. 负责公司项目系统的运营维护、性能调优、故障处理等工作；3. 负责公司项目系统的运维流程、运维规范制定及实施；4. 负责协调沟通，推进公司项目系统问题解决及优化；5. 确保公司数据中心及各技术平台、链路的安全、稳定、高效运行；6. 不断探索和开发运维自动化平台，提升运维效率，减低运维成本；7. 参与设计和优化应用服务系统的监控系统、策略和实施；8. 参与应用服务系统的整体规划、架构设计及优化等工作；9. 进行跨部门协调等工作。任职要求：1. 熟悉Linux系统管理，两年以上互联网行业实际工作经验;2. 精通操作系统以及常用服务的性能优化，及故障排除能力。3. 精通大并发网站的基础架构，熟悉各种高可用性解决方案。4. 精通Nginx,MongoDB,Redis,Tomcat,PHP-FPM,openvpn,iptables等应用。5. 精通mysql，具备维护能力。6. 熟悉 SVN、Git 等代码和文档的版本管理工具；7. 掌握Python,Bash脚本语言。8. 熟悉自动化运维jenkins，git，ansible。9. 熟悉Cacti,Zabbix,Nagios等开源监控工具。10. 运维过云平台系统经验者（阿里云）优先。11. 高度责任心，积极主动的工作态度。 具备良好的团体精神，能快速融入团队。1. 熟悉Linux系统管理，两年以上互联网行业实际工作经验;2. 精通操作系统以及常用服务的性能优化，及故障排除能力。3. 精通大并发网站的基础架构，熟悉各种高可用性解决方案。4. 精通Nginx,MongoDB,Redis,Tomcat,PHP-FPM,openvpn,iptables等应用。5. 精通mysql，具备维护能力。6. 熟悉 SVN、Git 等代码和文档的版本管理工具；7. 掌握Python,Bash脚本语言。8. 熟悉自动化运维jenkins，git，ansible。9. 熟悉Cacti,Zabbix,Nagios等开源监控工具。10. 运维过云平台系统经验者（阿里云）优先。11. 高度责任心，积极主动的工作态度。 具备良好的团体精神，能快速融入团队。公司简介：驭联智能科技发展（上海）有限公司公司是一家专注从事汽车通讯电子和内容软件研发的高科技创新创业团队，团队的核心成员由多年在欧美从事电子、通讯、互联网等领域精英组成，以某上市企业的雄厚实力和优良背景，坐拥百万级的终端用户。秉着科技安全、智能出行的理念，我们致力于全新的汽车智能设备信息系统和平台的开发，融合行业***解决方案，打造不一样的产品和未来。公司以人为本，信守诺言，唯材适用，共同进退。我们是一家创业团队但不仅仅是一家创业团队，更是一个梦想空间。我们不只是在一起工作，更是和一群志趣相投的人在一起生活！如果你拥有和我们一样的梦想，欢迎应聘此岗位。（本岗位非外包性质，雇员的劳动合同将与上述公司直接签订） ` ",http://jobs.51job.com/shanghai-ptq/93760926.html?s=01&t=0
Java高级开发工程师 ` ,1-1.8万/月 ` ,上市公司    		    			  |  1000-5000人    		    		    			  |  计算机软件 ` ,爱好研究技术，并能深入研究技术原理。（1） 计算机及相关专业本科以上学历；（2） 至少5年以上Java项目的开发经验，有大型Java项目开发经验者优先；（3） 掌握常用的设计模式和架构模式，能够熟练使用建模工具进行系統设计；（4） 能够独立完成核心产品代码的研发工作，解决项目中关键问题和技术问题。（5） 有较强的逻辑思维能力，具备良好的解决问题的能力；（6） 工作责任心强，具备良好的团队合作精神，良好的沟通及协作能力。（7）熟悉或精通C/C++、Java、Python语言中一种或多种；熟悉Spring等开源框架，熟悉jQuery等AJAX技术，如有开源代码提交者优先；有大数据开发、云计算开发经验者优先（8）负责DCOS平台的后台管理平台的开发；Mesos/Marathon、k8s、Swarm/Docker等容器技术的开发和运维；日志统一平台系统ELK的实时分析、二次开发、规则引擎等开发；运维大数据平台的建设、开发、数据分析等研发工作；云计算相关技术的研究和开源项目的二次开发。 ` ,http://jobs.51job.com/shanghai/88808851.html?s=01&t=0
Small Cell OAM高级工程师/经理 ` ,1-2.5万/月 ` ,民营公司    		    			  |  50-150人    		    		    			  |  通信/电信/网络设备 ` ,"工作职责：1. 负责公司WiFi/LTE Small/Femto Cell的软件开发。2. 负责软件规格说明、系统设计、具体设计和相关文档撰写。3. 负责 LTE 基站 OAM软件的架构和功能定义，设计，实现，测试，以及维护。4. 对相关设计文档，接口文档等进行撰写，审阅。5. 遵循共进通信基站软件的开发流程，发布高质量的LTE基站软件。6. 解决产品在测试、生产和应用过程中相关的问题。任职要求1. 本科及以上学历，计算机科学、电子工程、通信等相关专业。2. 2年以上OAM系统开发经验，对OAM的功能有深入的理解，熟悉TR-069/SNMP协议3. 精通C/C++编程，有良好的编程习惯。4. 熟悉嵌入式系统开发。5. 熟悉脚本开发语言Shell/Perl/Python优先6. 有相关Smallcell平台软件开发经验, 熟悉网络协议、工作原理和实现机制优先考虑能力和素质要求1. 思想开明，诚实可信，认真负责，个性随和2. 服从公司安排，能够进行自我激励及管理，并在一定的监督下高效完成工作任务3. 具有很强的主动分析及解决问题的能力，勇于承担责任，并具备良好的团队合作能力4. 良好的学习能力，对新技术有旺盛的求知欲5. 严谨的工作作风，能承受一定的工作压力；6. 熟悉移动终端类产品项目开发流程，有较强的团队和项目管理意识7. 工作地点：上海/苏州联系邮件： hr@spideradio.cn ` ",http://jobs.51job.com/shanghai-mhq/65090318.html?s=01&t=0
高级游戏运维工程师 ` ,1-2万/月 ` ,"民营公司    		    			  |  50-150人    		    		    			  |  网络游戏,互联网/电子商务 ` ",岗位描述：1.负责公司运维系统的规划、选型、部署上线，建立规范化的运维体系，并实现文档化；2.负责公司运维支撑平台的建设及维护，包括各种自动化运维工具的开发；3.负责运维制度的制定，包括运维制度的细化和监督执行；岗位要求：1.大学本科及以上学历，计算机或相关专业毕业；2.熟悉主流的自动化运维系统，能构建适合公司的运维平台；3.互联网三年以上系统运维经验，精通Linux操作系统，精通Mysql，有游戏运维经验者优先；4.熟悉shell/perl/python/php任意两种编程语言，有开发经验者优先；5.熟悉主流应用系统的管理、运维、故障处理、容错、负载均衡等技术；6.沟通协调和跨团队推动能力以及优秀的执行力，有团队管理经验优先。 ` ,http://jobs.51job.com/shanghai-pdxq/95768663.html?s=01&t=0
售后工程师 ` ,1-1.5万/月 ` ,民营公司    		    			  |  50-150人    		    		    			  |  互联网/电子商务 ` ,"一、职位描述：1. 负责智慧城市、未来办公、智慧社区、智慧物业等平台软件及应用APP的安装部署、配置、调试等工作；2. 负责对客户的使用、操作以及维护等相关培训、项目验收等工作；3. 负责平台软件系统的维护工作以及解决系统使用中客户碰到的问题，提高客户满意度；4. 负责公司平台产品实施阶段的测试及产品 BUG 的提交，快速定位软件应用中的问题，并与研发协同有效解决相关问题；5. 协同项目经理编写平台软件实施部署计划，完成实施工作相关的文档、签收单，并进行项目归档；6. 配合BU、产品经理、项目经理收集与分析客户需求；并定期为客户进行系统巡检；二、技术要求：1.5年以上智慧城市、物业、社区、安防、物联网等系统软件部署，配置、调试经验，有主持过软件工程的驻场实施经验，同时有前端网页和APP的部署实施能力；2.智慧城市、物联网智能产品、人脸识别、视频对讲、物联网门禁等软硬件应用、部署、配置、调试经验；具有智能化系统软硬件集成、安防系统软硬件集成能力和经验尤佳；3. 熟悉 Linux、Unix 系统、网络、安全等相关知识，具有很强的 Troubleshooting 能力；4. 熟悉开源系统的部署：如：Hadoop、Nginx、Redis、PostgreSQL、Zabbix 等；5. 熟练自动化部署工具：如：Ansible、Saltstack、Chef、Puppet、Terraform 等；6. 熟悉一种脚本语言：如：Shell、Python、Ruby 等；7. 熟悉主机系统，了解数据库系统，熟悉SQL语法，熟悉关系型数据库，如MySQL,SQLServer等；三、其他要求：1.电子、通信、计算机、自动化本科以上学历；2.有较强的积极主动，服务意识和承受压力的能力，具有高度责任心；3.具有团队意识和文档归纳整理技能；4.能适应出差；5.具有信息系统项目管理师、PMP证书优先； ` ",http://jobs.51job.com/shanghai/95491015.html?s=01&t=0
软件测试工程师 ` ,1-1.5万/月 ` ,民营公司    		    			  |  1000-5000人    		    		    			  |  计算机软件 ` ,任职要求：1、计算机相关专业，本科及以上学历；2、至少5年以上软件功能方向测试经验，有主流BUG管理平台的使用经验；3、具备良好的团队合作精神，能迅速融入多功能团队开展工作；4、较强的线下沟通能力，有金融软件项目工作经验者优先。岗位职责：1、能够快速的了解产品及业务，通过敏捷而全面的逻辑思维能力完成工作任务；2、负责在软件测试领域发现问题、解决问题；3、能够熟悉主流的bug管理平台，熟悉关系型数据库，熟悉SQL语法；4、至少掌握一到两种关键数据库技术及开发语言如JAVA、python、Oracle、MySql。 ` ,http://jobs.51job.com/shanghai-pdxq/91418169.html?s=01&t=0
自然语言（人工智能）开发工程师 ` ,1.2-2万/月 ` ,合资    		    			  |  50-150人    		    		    			  |  互联网/电子商务 ` ,职位描述：1、利用NLP/ML等相关技术和算法，提供文本分析相关的基础方案与服务；2、针对海量文本内容进行中文分词、语义识别、自动聚类等文本挖掘工作；3、负责搭建相关的机器学习 & 大数据计算平台；4、负责数据和业务的紧密集合。任职条件 ：1、2年以上相关经验，计算机、数学及相关专业本科以上学历，机器学习、自然语言处理、用户画像等算法研究方向优先；2、了解自然语言处理基础理论和方法，了解中文分词、语义分析、文本聚类、实体识别等基础算法和应用；3、JAVA\python\c\c++\R等，至少熟练掌握一种编程语言，有linux环境开发经验；4、有Hadoop、spark等分布式平台建模或算法开发经验优先；5、有深度学习研究与应用经验优先。 ` ,http://jobs.51job.com/shanghai-hkq/91315293.html?s=01&t=0
运维工程师 ` ,1-1.5万/月 ` ,民营公司    		    			  |  少于50人    		    		    			  |  金融/投资/证券 ` ,"职位描述：工作职责：* 负责公司互联网业务线上环境部署与维护；* 完善监控，报警，排错等管理平台建设；* 性能调优和故障处理，保证业务 24*7 高可用；* 负责自动化运维平台的开发和搭建。职位要求：* 本科学历以上；* 三年以上互联网业务相关系统维护工作经验；* 良好的逻辑分析能力和学习能力，良好的沟通能力，很强的排错能力。* 熟悉Linux系统;* 熟练掌握 Shell 脚本；* 熟练配置各种互联网基础应用，包括但不限于 DNS, HTTP, LVS, Keepalive, MySQL, Zabbix 等；* 熟悉Ansible, Puppet, Salt等任一配置管理工具；* 熟悉Docker容器技术者优先；* 有Python, Go, PHP等开发经验者优先；* 具有一定的网络知识，了解TCP/IP原理； ` ",http://jobs.51job.com/shanghai/92502953.html?s=01&t=0
linux研发工程师 ` ,1-1.5万/月 ` ,"上市公司    		    			  |  150-500人    		    		    			  |  通信/电信/网络设备,电子技术/半导体/集成电路 ` ",linux平台上层服务软件及驱动研发、测试和调试，解决关键问题；任职要求：1.本科及以上学历，计算机，通信相关专业2.两年以上linux系统下c研发工作经验3.熟悉linux操作系统，具备数据结构、计算机原理、软件工程等知识4.熟练使用C语言，掌握perl、shell、python等脚本语言之一5.能够在一定压力下工作，积极主动、认真踏实、有良好的沟通能力和团队合作精神6.具有良好的英语读写能力，熟练阅读英文文档7.熟悉zigbee，蓝牙4.0的优先考虑8.熟悉web services开发者优先考虑 ` ,http://jobs.51job.com/shanghai-pdxq/74457322.html?s=01&t=0
Data Scientist（数据科学家） ` ,1-2万/月 ` ,合资    		    			  |  150-500人    		    		    			  |  计算机服务(系统、数据服务、维修) ` ,岗位职责：1.参与大数据业务平台数据建模，根据业务需求建立相关数学模型；2.参与业务需求分析，建立业务模型分析体系；3.使用数据挖掘/预测技术，为客户公司的各个部门解决KPI最大化的问题；4.运用专业的数据预测方案、统计模型、演示能力，帮助客户得到下一步行为。任职要求：1.本科以上学历，统计学或计算机相关专业；2.1-3年相关工作经验，有制造/汽车行业经验优先；3.扎实的统计学基础，熟悉回归、分类、聚类等算法；4.熟悉python开发，有完整项目开发经验；.5.具备优秀的逻辑思维能力，善于解决问题和分析问题，有强烈的上进心和求知欲；6.英文听说读写流利者优先。 ` ,http://jobs.51job.com/shanghai/89867562.html?s=01&t=0
数据挖掘工程师 ` ,1-1.5万/月 ` ,上市公司    		    			  |  1000-5000人    		    		    			  |  互联网/电子商务 ` ,"1、运用机器学习、统计学习等方法，在公司的大数据平台上对海量数据进行深度数据挖掘；2、负责对数据库信息进行深度挖掘和模式识别，建立模型；3、负责与参与深度学习框架搭建，包括机器学习，语言处理，图像处理和系统研发；4、组建团队，开展机器学习/深度学习等相关领域研究和开发工作；5、跟踪及研究深度学习前沿技术。任职要求：1、计算机、统计学、数学硕士以上学历或国内外重点院校本科以上学历；在深度学习、模式识别或数据挖掘方面有着较丰富的研发经验者优先；2、优秀的大数据分析、建模能力，非常熟悉常用统计建模方法或者机器学习算法.对机器学习/深度学习有较深入的理解和研究；3、熟练使用Java、C++、Python、Matlab中的至少一种编程语言；4、善于创新、思维敏捷、逻辑思维强；5、正直、诚信、有责任感,精力充沛，沟通能力强，具备较强的团队合作精神。公司福利：1、带薪培训：系统化培训体系，新员工带薪培训，2、社会保险：按照规定五险一金；3、各类补贴：享受员工的车贴、饭贴及工龄津贴，4、法定假日：法定节假日礼品及祝福，5、生日祝福：员工生日的礼物及祝福活动，6、班车服务：免费提供6条不同线路的班车上下班，7、带薪年假：按照劳动法实行带薪年休假制度，8、健康体检：每年享受年度员工体检，9、拓展旅游：优秀员工拓展活动及旅游奖励。 ` ",http://jobs.51job.com/shanghai-bsq/90594491.html?s=01&t=0
数据采集工程师 ` ,1-1.5万/月 ` ,民营公司    		    			  |  150-500人    		    		    			  |  互联网/电子商务 ` ,职位描述：1. 负责数据采集程序的编写、调试、运行；2. 负责分布式程序的部署、优化、维护；3. 负责所需数据的整理、清洗、入库；4. 针对不同网站的反爬虫技术提出有效的应对策略；岗位要求：1.本科以上学历，一年以上工作经验，能力突出者可适当放宽；2.熟练python，熟练使用多线程／多协程，熟练使用headless浏览器开发；3.熟悉php，ruby，node等脚本编程语言，熟练使用各种数据库操作；4.熟悉基础前端知识，熟练使用xpath对html进行结构化提取，不限于使用lxml，beautifulsoup；5.性格随和，善于表达沟通，团队协作；6.抗压能力强，能保质保量的高效完成指定工作；7.较强的自主学习能力，能阅读相关英文文档；8.有后台接口开发、前端页面开发相关经验者有加分，github有个人项目者有加分； ` ,http://jobs.51job.com/shanghai-hpq/94857082.html?s=01&t=0
系统测试工程师 ` ,1-1.5万/月 ` ,"合资    		    			  |  150-500人    		    		    			  |  电子技术/半导体/集成电路,互联网/电子商务 ` ",工作职责：1、参与产品需求分析，根据产品需求独立设计各模块及系统测试用例2、执行测试，验证需求，提交缺陷，整理、完成测试报告3、对测试实施过程中发现的问题进行跟踪分析和报告，推动测试中发现问题及时合理地解决4、负责测试工具的开发和执行，提升测试质量和效率5、熟悉自动化测试，能根据产品或项目要求进行模块自动化测试开发任职资格：1、3年以上工作经验，独立完成过项目测试，本科及以上学历2、熟悉软件测试基本理论，掌握常用测试工具、测试流程及规范3、了解固件相关知识、LINUX操作系统4、有一定的编程能力，会使用C/C++或python5、积极主动，学习能力强，良好的合作性和沟通能力，高度的奉献精神及敬业精神 ` ,http://jobs.51job.com/shanghai-pdxq/91478364.html?s=01&t=0
测试工程师（Web Service&手机客户端） ` ,1-1.5万/月 ` ,"民营公司    		    			  |  150-500人    		    		    			  |  计算机软件,互联网/电子商务 ` ",岗位职责：1. 负责Web service和手机客户端质量保证工作，包括需求分析、版本测试、缺陷跟踪、版本发布等2. 负责相关测试工具及平台的设计与开发，包括自动化测试平台、性能测试工具、评测统计系统等3. 根据产品和项目特点，提出合理的技术解决方案，设计和实现相应工具、平台，提高测试效率与质量任职要求：1. 本科以上学历，至少两年以上互联网移动端测试开发经验2. 熟悉测试基本流程，熟悉敏捷开发，有较强的自我驱动和团队合作能力3. 熟悉Android系统，熟悉Java/Python，熟悉selenium、UiAutomator及Postman等自动化测试工具。 ` ,http://jobs.51job.com/shanghai-xhq/95020205.html?s=01&t=0
数据挖掘工程师 ` ,1-1.5万/月 ` ,"国企    		    			  |  150-500人    		    		    			  |  互联网/电子商务,金融/投资/证券 ` ",工作内容:1.	对海量数据资源进行整合与加工处理，进行统计分析、特征挖掘、数据建模；2.	搭建公司整体数据平台，负责数据平台从底层数据批量采集、清洗、加工、转换、测试到应用部署的整体架构设计、调度规划与实施。3.	应用统计建模、数据挖掘、机器学习方法建立数据模型，分析个人客户行为，在风控、市场等领域定制风险评估和客户细分，设计数据产品，实现系统功能。职位要求：1、正规高校计算机专业，本科及以上学历，4年以上相关金融，咨询，互联网等行业进行数据挖掘、数据建模相关工作经验；2、熟悉Hadoop平台，包括：Mapreduce、Hive、Mahout等，有相关工作经验；3、熟悉各种关系数据库及nosql等非关系数据库3、熟悉java、python；4、掌握回归、时间序列、聚类、关联规则、协同过滤等数据挖掘方法；5、有很强的独立解决问题能力、团队合作和沟通能力。 ` ,http://jobs.51job.com/shanghai/71695359.html?s=01&t=0
高级Web/html5前端工程师（上海） ` ,1-1.5万/月 ` ,"民营公司    		    			  |  150-500人    		    		    			  |  计算机软件,医疗/护理/卫生 ` ", ` ,http://jobs.51job.com/shanghai-mhq/68702692.html?s=01&t=0
系统运维工程师 ` ,1-1.5万/月 ` ,"民营公司    		    			  |  150-500人    		    		    			  |  互联网/电子商务,计算机服务(系统、数据服务、维修) ` ","岗位职责：1) 负责服务器的规划、调试优化、日常监控、故障处理、数据备份、日志分析等工作；2) 参与运维流程制定，确保任何突发情况都能高效响应；3) 负责服务器的规划部署，对服务器构架和网络进行优化和改进；4) 负责运维相关数据的收集、分析和总结；5) 负责技术运维相关的文档、手册、流程编写整理。任职要求：1) 3年以上Linux运维经验，有丰富的Linux系统参数设置、性能调优、系统安全、故障定位处理经验；2) 熟悉常用服务的安装及配置，例如:Apache,Iptables,Nginx,MySQL,Redis,Tomcat等，运维过云平台系统经验者（阿里云）优先；3) 具有大型网站的运维/架构经验、了解自动化运维和监控工具，在网络安全方面有一定经验；4) 熟悉shell编程或脚本语言(例如Python,Perl等)，能编写自动化运维脚本；5) 熟悉网络知识，能进行组网及网络故障分析定位；6) 工作态度踏实、认真，积极主动，抗压性强，具有较强的责任心以及团队合作精神。 ` ",http://jobs.51job.com/shanghai/88529322.html?s=01&t=0
j高级软件开发工程师/Java开发工程师 ` ,1-2万/月 ` ,"上市公司    		    			  |  500-1000人    		    		    			  |  计算机软件,通信/电信运营、增值服务 ` ",错过了互联网，大数据，不要再错过人工智能。团队富有活力，热爱折腾，三年磨一剑，打造一款颠覆呼叫中心内部生产力系统的产品，覆盖各大运营商、金融、证券领域，处于市场爆发期，我们对人才的渴望不言而喻，产品未来的高度和深度都需要你来与我们一起征服。青春很短，我们希望做一些未来值得回忆的---“***”的事情。团队中的一群***伴快速成长，每一个都充满正能量，富有激情的新人在短短两三年间已在产品上打下深深的烙印，与产品、团队的成长密不可分。我们希望产品能成为你现在甚至将来事业中的一部分，大家一起经营好它。可能因为你的一个灵感、一段神奇的代码，成千上万的坐席使用的二十四小时不间断系统将被你影响。我们做的是颠覆传统的事情，我们的用户对每一个模块每个功能点都会按照习惯去找传统系统的影子，从设计到开发，产品的每个功能都可能因为你的贡献而申请属于你个人的专利，期待你的参与每个模块每个功能点都会让用户刮目相看变得更有生命力。另外团队热衷各类运动；我们希望生活中的你酷爱运动，不是被世人偏见化的***。（可以加入我们的篮球、足球、羽毛球、乒乓球、桌球等各种球类俱乐部)。我们希望你与我们共事期间，收获的不仅仅是薪资、福利；如果你风华正茂，不甘平庸，热爱钻研，不愿循规蹈矩，有些技术控，不屑去传统的大公司做一颗螺帽，渴望与一线的人工智能领域的***伴们干些不平凡的事儿。除了提供不低于行业平均薪酬的待遇外，公司还会用激励制度让渴望进步、热爱学习，不吝于付出的***伴们获得真正属于自己的事业。未来还有很多toC领域的产品线等待我们一起征服，如果你有意，欢迎你的加入。岗位描述：1. 参与新需求的设计，架构过程和文档编写2.可独立高质量的完成功能代码和测试代码编写，独立解决大部分遇到的问题3.参与代码review4.参与架构的重构，学习并将新技术引入项目5.指导新人任职要求：1. 2年以上的工作经验；2. 对JAVA语言有系统的学习，熟悉J2EE架构，有一定的抽象和架构设计能力，熟悉主流设计模式；3. 精通STRUTS、SPRING、HIBERNATE等JAVA主流架构，并有较多debug经验；4. 精通BS软件开发的相关技术，如HTML，XML，JavaScript，AJAX等；5. 熟悉linux和常见数据库系统及性能调优；6. 熟悉主流的数据库（ORACLE/Mysql/SQLSERVER任一种）；7. 熟悉多线程处理（有通讯服务器编写经验者优先）；8. 能承受一定压力，负责项目中技术难点攻关；9.具有良好的编码风格和能力，并能指导软件工程师的工作，负责代码评审、质量检查等工作；10.有一定的文档撰写能力。思维敏捷，计算机理论基础知识扎实；11. 善于学习及了解新技术，具有较强的分析、解决应用问题的能力；加分项:1.5年以上的前段开发经验，过去的一年学习了3种以上技术（包括语言，框架，书）。2.github上比较活跃，参与过开源项目。 有自己的技术博客；（优先）3.了解前端性能优化，深刻理解HTTP协议，熟悉SOCKET编程；（优先）4.可使用UML表述设计，有大型在线系统开发经验者、有持续重构代码的习惯(优先)；5.熟练掌握git，熟悉git多人开发流程6.使用过一种前端框架，如React、Angular、Backbone、Vue.js等7.掌握一种后端语言(Php、Python等) ` ,http://jobs.51job.com/shanghai/62844896.html?s=01&t=0
爬虫工程师 ` ,1-2.5万/月 ` ,"民营公司    		    			  |  150-500人    		    		    			  |  计算机软件,互联网/电子商务 ` ","岗位职责：1、负责设计和开发分布式的网络爬虫，定向数据的采集与爬取、解析处理、入库及备份等数据日常工作；2、负责网页信息抽取技术算法的研究和开发，提升网页抓取的效率和质量；3、设计和开发分布式网络爬虫系统，并进行多平台信息抓取和分析工作；4、负责网页信息抽取、数据清洗、深度提取和挖掘等研发和优化工作；5、负责为各个业务线提供垂直，精准的数据采集，抽取，存储服务；6、参与爬虫架构的设计、爬虫核心算法和策略优化,熟悉采集系统的调度策略，负责公司爬虫核心技术的研究、架构开发和维护升级；7、研发核心算法，设计策略优化，提升爬虫抓取效果，研究各种网页形态，探寻特点和规律；8、负责数据中心的规划和管理工作。岗位要求：1、计算机及相关专业本科及以上学历，2年以上的爬虫程序设计开发经验；2、熟练掌握一门主流语言的爬虫框架(Java 的 Nutch, Python 的 Scrapy等)；3、熟悉 Http 协议的基本原理，了解 Http 协议交互的流程，明白大部分 http head的作用与意义，熟悉nutch,httpclient,jsoup等工具；4、 熟练掌握 javascript, 熟悉大部分的主流前端框架和模板技术，能够熟练使用 XPath 对 DOM 文档进行查询和解析；5、精通网页抓取原理及技术，精通正则表达式，从结构化的和非结构化的数据中获取信息；6、熟练掌握至少一种主流的web抓包,开发工具，熟悉一种关系型数据库，如Mysql、Oracle、MSSQL等；7、工作踏实认真，思路清晰，有强烈的责任心、优秀的协调沟通能力和团队合作精神。加分项：1、熟悉整个爬虫的设计及实现流程，有从事网络爬虫,网页信息抽取开发经验；2、对开源项目有较好的跟踪和关注，如果对一些开源的做海量数据处理的项目有经验者会优先考虑；3、具有大型web登录分析和搜索相关技术研发经验者优先；4、具有数据挖掘、自然语言处理、信息检索、机器学习背景者优先。 ` ",http://jobs.51job.com/shanghai-cnq/95666445.html?s=01&t=0
高级测试工程师 ` ,1-2万/月 ` ,"外资（非欧美）    		    			  |  少于50人    		    		    			  |  电子技术/半导体/集成电路,汽车及零配件 ` ",岗位职责：1、根据产品需求规划人力投入，评估测试方案的可行性及测试用例覆盖度，保证测试计划的按时进行，确保产品的发布质量；2、负责新产品的测试，发布版本及升级版本的测试报告。负责持续优化产品的测试方案；针对软件故障报告，进行故障重现；3、提供版本说明、操作文档、升级部署文档及用户手册等相关文档的编写，负责作业指导书、检验文档等生产文档 的编写；4、熟练编写各种测试脚本，实现自动化测试提高测试效率；5、负责产品培训、现场项目支持与联调等工作。岗位要求：1、本科及以上学历、计算机相关专业，具备4年以上软件测试经验，有汽车行业测试经验优先；2、熟练掌握linux，windows操作系统，熟练掌握汽车Can总线的协议测试；3、精通黑盒测试技术、掌握白盒测试技术，至少精通 Perl/Python/Shell脚本语言中的一种；4、熟悉QTP、LR等测试工具；5、具备项目管理经验，对项目进度与产品质量负责；6、.具备良好的抗压能力和动手能力，优秀的项目管理、时间管理能力和团队合作精神。 ` ,http://jobs.51job.com/shanghai-pdxq/95139263.html?s=01&t=0
高级测试工程师 ` ,1-2万/月 ` ,合资    		    			  |  10000人以上    		    		    			  |  互联网/电子商务 ` ,岗位职责：1、负责项目移动端测试的全流程，参与需求分析、设计评审2、制定测试策略，设计和执行测试用例，进行缺陷跟踪，整理测试报告3、针对现有的测试工具和测试框架能够快速输出自动化脚本、性能脚本等4、协助开发工程师定位、分析和解决测试过程中的复杂技术问题任职要求：1、两年以上移动测试经验2、掌握Java/Python等至少一种编程语言，可独立完成测试工具的开发3、熟悉测试流程和测试用例设计方法，熟悉常用的抓包分析及其他测试工具4、熟悉sql，常用linux命令，熟悉http协议5、善于团队合作，理解和适应变化，有能力持续推动优化产品质量 ` ,http://jobs.51job.com/shanghai-ptq/95082487.html?s=01&t=0
